Transaction Number,Vendor,Category,Amount
5201146392,VEOLIA ES (UK) LTD,Public Realm,"£1,411,648.13"
5201146577,FUSION LIFESTYLE,General,"£1,349,165.00"
5201146394,FUSION LIFESTYLE,General,"£851,546.00"
1900807479,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£598,668.67"
1900807432,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£501,223.48"
5201147750,HARINGEY SCHOOLS SERVICES LIMITED,Children and Education,"£353,897.97"
1900807337,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£294,644.35"
5201145836,NORTHGATE INFORMATION SOLUTIONS UK,IT and Telecoms,"£291,588.00"
1900807326,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£280,000.00"
1900807431,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£264,981.05"
5201144941,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£249,916.67"
5201146422,ST MUNGOS COMMUNITY HOUSING ASSOCIA,Public Health,"£242,712.67"
5201146077,ST MUNGOS COMMUNITY HOUSING ASSOCIA,Public Health,"£242,712.00"
5201147817,RINGWAY JACOBS LIMITED,Public Realm,"£211,760.05"
5201147330,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£179,582.05"
5201146086,LOCAL GOVERNMENT ASSOCIATION,Learning and Development,"£129,251.00"
1900808370,CITY OF LONDON,Learning and Development,"£129,251.00"
5201146951,T LOUGHMAN & CO LTD,"Construction, Property and Fac Man","£128,199.08"
5201146178,CENTRAL & NORTH WEST LONDON NHS FT,Public Health,"£126,380.65"
5201146181,CENTRAL & NORTH WEST LONDON NHS FT,Public Health,"£125,761.39"
1900807339,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£125,087.22"
5201145432,MEDEQUIP ASSISTIVE TECH. LTD,Social care,"£122,442.44"
1900808633,EXPRESS LIFTS ALLIANCE GROUP,"Construction, Property and Fac Man","£120,019.20"
1900806972,THE PROPERTY COMPANY LONDON LTD,Temporary Accommodation,"£111,413.59"
5201145021,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£108,752.12"
5201146950,TFL SURFACE TRANSPORT,Public Realm,"£100,674.42"
1900807441,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£94,610.08"
5201147796,RINGWAY JACOBS LIMITED,Public Realm,"£90,434.87"
1900807905,IMPOWER CONSULTING LTD,People and Recruitment,"£87,940.00"
5201145016,DIAMOND BUILD PLC,"Construction, Property and Fac Man","£86,089.00"
5201145499,LOGICALIS UK LTD,IT and Telecoms,"£80,915.46"
1900807878,MULALLEY AND CO LIMITED,"Construction, Property and Fac Man","£78,326.65"
5201145875,ON TIME PARKING SOLUTIONS,Public Realm,"£75,849.90"
5201147255,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£74,395.00"
5201144938,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£72,000.00"
5201145384,BLENHEIM CDP,Social care,"£71,249.92"
1900806687,KEEGANS LTD,"Construction, Property and Fac Man","£65,454.56"
1900807094,THE HESLEY GROUP,General,"£64,451.25"
5201144782,RINGWAY JACOBS LIMITED,Public Realm,"£64,321.60"
1900807960,URBAN LAND MANAGEMENT LTD,Temporary Accommodation,"£63,760.30"
5201145290,VEOLIA ES (UK) LTD,Public Realm,"£63,709.79"
5201144773,RINGWAY JACOBS LIMITED,Public Realm,"£63,295.00"
1900806169,GBS Re HOME OFFICE,People and Recruitment,"£62,949.00"
1900807333,HOMES FOR HARINGEY LIMITED,People and Recruitment,"£60,253.77"
5201146184,BARTS HEALTH NHS TRUST,Public Health,"£60,000.00"
1900807531,YOUNG EPILEPSY,General,"£57,160.61"
5201145014,IXIS IT LIMITED,IT and Telecoms,"£56,700.00"
1900808662,LOGICALIS UK LTD,IT and Telecoms,"£55,654.00"
1900807518,LOGICALIS UK LTD,IT and Telecoms,"£55,654.00"
5201146010,THE PROPERTY COMPANY LONDON LTD,Temporary Accommodation,"£54,668.94"
5201146537,PELLINGS LLP,"Construction, Property and Fac Man","£53,598.00"
1900806716,MINISTRY OF JUSTICE,Legal,"£52,795.27"
8001892039,HAIL LTD,Social care,"£51,355.42"
5201146329,ETC SPORTS SURFACES LTD,"Construction, Property and Fac Man","£51,031.59"
200345850,EPIC TRUST - SWALLOW HOUSE,Social care,"£50,964.60"
200345864,ONE HOUSING GROUP LTD,Social care,"£50,958.00"
200345875,METROPOLITAN SUPPORT TRUST,Social care,"£47,877.31"
5201147819,RINGWAY JACOBS LIMITED,Public Realm,"£47,733.51"
1900807526,CIVICA UK LTD,IT and Telecoms,"£45,301.23"
1900807560,LONDON BOROUGH OF HACKNEY,"Construction, Property and Fac Man","£45,000.00"
1900808637,ST ELIZABETHS CENTRE,General,"£44,459.99"
200345851,ST MUNGOS HOUSING ASSOCIATION,Social care,"£44,442.67"
1900807986,SALAFT PROPERTIES LTD,Finance,"£43,240.27"
1900808007,KEEPMOAT REGENRATION (APOLLO) LTD,"Construction, Property and Fac Man","£42,600.00"
8001892032,HAIL LTD,Social care,"£42,066.42"
5201146176,BARNET & CHASE FARM HOSPITALS NHS T,Public Health,"£41,635.00"
5201145328,BUBIC,Social care,"£41,487.50"
5201146948,TFL SURFACE TRANSPORT,Public Realm,"£38,364.22"
5201146532,QUAKER SOCIAL ACTION,Children and Education,"£37,918.00"
200345863,FAMILY MOSAIC,Social care,"£35,722.02"
1900807081,ABC123 CHILDCARE LIMITED,General,"£35,100.00"
1900807078,BRIGHT GEMS NURSERY LTD,General,"£35,100.00"
1900808634,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£34,000.00"
1900808042,HOME CONNECTIONS LETTINGS LIMITED,IT and Telecoms,"£34,000.00"
5201145469,PARAGON GROUP UK LIMITED,Communication,"£33,782.17"
5201146087,LOCAL GOVERNMENT ASSOCIATION,Learning and Development,"£33,176.00"
1900808362,CITY OF LONDON,Finance,"£33,176.00"
1900807555,COLLEGE OF HAR'GY ENF'LD & NE LONDO,Children and Education,"£32,988.73"
1900807070,ILSE AMLOT CENTRE FOR WOMEN & CHILD,General,"£32,760.00"
200345872,ST MUNGOS HOUSING ASSOCIATION,Social care,"£31,918.24"
1900807393,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£30,210.70"
200345874,ST MUNGOS HOUSING ASSOCIATION,Social care,"£29,638.38"
1900808008,KEEGANS LTD,"Construction, Property and Fac Man","£29,108.19"
5201146234,CITY OF LONDON,Public Realm,"£28,738.50"
1900808641,THE VALE SCHOOL,Children and Education,"£28,318.00"
5201146192,ECD ARCHITECTS LTD,"Construction, Property and Fac Man","£28,223.32"
1900807064,RAINBOW EARLY YEARS AND CHILDCARE L,General,"£28,080.00"
1900808368,LOVELL PARTNERSHIPS LTD,"Construction, Property and Fac Man","£27,924.78"
5201145854,DENTONS UKMEA LLP,Legal,"£27,271.30"
1900807416,DSI BILLING SERVICES,General,"£26,715.78"
1900808009,MULALLEY AND CO LIMITED,"Construction, Property and Fac Man","£26,604.39"
5201146304,SODEXO HEALTHCARE SERVICES LTD,Food and Drink,"£26,195.50"
5201147814,RINGWAY JACOBS LIMITED,Public Realm,"£26,130.54"
1900808623,ARLINGCLOSE LTD,Finance,"£25,500.00"
5201147259,LOGICALIS UK LTD,IT and Telecoms,"£25,374.96"
5201145019,GVA GRIMLEY LTD,Public Realm,"£25,000.00"
1900808638,NAS SERVICES LTD,General,"£24,800.70"
1900808002,LONDON BOROUGH OF CROYDON,Finance,"£24,161.66"
5201145022,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£24,067.82"
5201145472,PARAGON GROUP UK LIMITED,Communication,"£23,659.32"
8001886068,WEST LONDON MISSION,Temporary Accommodation,"£23,438.14"
1900807989,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£23,416.85"
1900807063,EAGLE NURSERY LTD,General,"£23,400.00"
5201146544,B & L COACHES,Transport & Travel,"£23,064.04"
1900807196,WEST HEATH 2000,General,"£22,916.67"
5201147820,RINGWAY JACOBS LIMITED,Public Realm,"£22,874.81"
1900807384,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£22,837.66"
5201146539,STAR CARS LTD,Transport & Travel,"£22,833.34"
5201146583,SODEXO HEALTHCARE SERVICES LTD,Food and Drink,"£22,751.24"
1900808017,ORANGE PCS LTD,IT and Telecoms,"£21,322.04"
1900808371,ST MARY'S CE PRIMARY SCHOOL,Children and Education,"£21,211.20"
1900808642,CAREERVISION LTD,Children and Education,"£20,833.33"
5201146910,SOUTHERN LANDSCAPE AND CONSTRUCTION,"Construction, Property and Fac Man","£20,697.00"
8001886083,WEST LONDON MISSION,Temporary Accommodation,"£20,420.35"
200345827,ONE HOUSING GROUP LTD,Social care,"£20,378.55"
5201147065,NORTH & EAST LONDON CSU,Public Health,"£20,000.00"
1900808664,FP TELESET,General,"£20,000.00"
1900808223,PENNA PLC,People and Recruitment,"£19,950.00"
5201145020,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£19,311.87"
1900807990,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£19,297.50"
5201147790,NSL LIMITED,"Construction, Property and Fac Man","£19,141.89"
1900807710,CHESTNUTS PRIMARY SCHOOL,Children and Education,"£18,921.75"
1900807065,PAVILLION PRE-SCHOOL,General,"£18,720.00"
1900807129,SIEMENS PLC,Energy and Utilities,"£18,506.45"
1900808341,PLEXUS LAW CLIENT ACCOUNT,Finance,"£18,500.00"
5201147822,RINGWAY JACOBS LIMITED,Public Realm,"£18,411.33"
5201146430,UNITED GUARDING SERVICES LTD,General,"£18,124.80"
5201147823,RINGWAY JACOBS LIMITED,Public Realm,"£18,116.44"
5201147251,XMA LTD,IT and Telecoms,"£18,115.14"
5201141252,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£17,927.00"
5201147816,RINGWAY JACOBS LIMITED,Public Realm,"£17,634.94"
5201147798,RINGWAY JACOBS LIMITED,Public Realm,"£17,618.86"
1900806768,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£17,610.00"
1900806765,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£17,610.00"
5201145301,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£17,501.41"
5201146089,MPLC,"Construction, Property and Fac Man","£17,091.97"
1900807883,GENERAL ACCOMMODATION ESTATES LTD,Temporary Accommodation,"£16,936.00"
1900807863,PENNA PLC,People and Recruitment,"£16,800.00"
5201145271,CIVICA UK LTD,People and Recruitment,"£16,750.39"
5201147799,RINGWAY JACOBS LIMITED,Public Realm,"£16,680.00"
1900807980,VAROSI ESTATES LIMITED,Temporary Accommodation,"£16,674.26"
5201146411,RINGWAY JACOBS LIMITED,Public Realm,"£16,658.06"
5201146818,LONDON SHELVING LTD T/A BLUEGROUP R,"Construction, Property and Fac Man","£16,527.20"
5201147335,BUBIC,Social care,"£16,500.00"
1900807071,HORNSEY RIDGE PLAYGROUP,General,"£16,380.00"
1900807067,MORNING STAR NURSERY  LTD,General,"£16,380.00"
1900807619,PENNA PLC,People and Recruitment,"£16,275.00"
1900807612,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£16,153.20"
5201146542,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£16,150.90"
1900806973,GENERAL ACCOMMODATION ESTATES LTD,Temporary Accommodation,"£16,150.00"
1900807977,VAROSI ESTATES LIMITED,Temporary Accommodation,"£16,142.72"
1900808602,LEWISHAM,Children and Education,"£15,830.69"
8001892914,ST JOHN'S SCHOOL & COLLEGE,Children and Education,"£15,820.67"
5201147593,DIAMOND BUILD PLC,"Construction, Property and Fac Man","£15,773.97"
5201146338,TAVISTOCK & PORTMAN NHS FT,Children and Education,"£15,627.20"
1900807210,PENNA PLC,People and Recruitment,"£15,405.20"
1900807072,HIGH CROSS PLAYGROUP,General,"£15,210.00"
1900807084,WOOD GREEN PRESCHOOL PLAYGROUP,General,"£15,210.00"
1900807077,CHESTNUTS PRE-SCHOOL,General,"£15,210.00"
1900807978,VAROSI ESTATES LIMITED,Temporary Accommodation,"£15,107.88"
5201146540,STAR CARS LTD,Transport & Travel,"£15,004.00"
1900808332,REED ELSEVIER (UK) LTD T/A LEXIS NE,Communication,"£14,928.43"
1900807801,LIVING UNDER ONE SUN LIMITED,Learning and Development,"£14,900.00"
200345857,HAIL LTD,Social care,"£14,799.20"
5201147821,RINGWAY JACOBS LIMITED,Public Realm,"£14,787.79"
1900807979,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,270.52"
8001899920,HAIL LTD,Social care,"£14,260.57"
5201145376,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£14,250.00"
5201144924,XPRESS SOFTWARE SOLUTIONS LTD,IT and Telecoms,"£14,147.37"
1900807856,GATENBYSANDERSON LTD,People and Recruitment,"£14,107.50"
1900808576,DSI BILLING SERVICES,General,"£14,047.18"
1900807074,DEVON CLOSE PRE-SCHOOL,General,"£14,040.00"
1900807208,PENNA PLC,People and Recruitment,"£14,040.00"
5201147781,MACE LTD,"Construction, Property and Fac Man","£14,000.00"
8001893201,SEVACARE (UK) LTD,Social care,"£13,991.34"
5201146403,RINGWAY JACOBS LIMITED,Public Realm,"£13,957.52"
1900808266,THOMAS RIDLEY & SON  LTD,Food and Drink,"£13,784.82"
1900807787,IRG ADVISORS LLP,People and Recruitment,"£13,775.00"
8001890780,SEVACARE (UK) LTD,Social care,"£13,773.30"
5201146543,B & L COACHES,Transport & Travel,"£13,716.20"
8001899921,HAIL LTD,Social care,"£13,688.37"
5201145438,IRG ADVISORS LLP,People and Recruitment,"£13,650.00"
5201144945,BRAKE BROS LIMITED,Food and Drink,"£13,589.42"
5201145300,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£13,483.72"
5201146182,HARINGEY SPORTS DEVELOPMENT,Sport and Leisure,"£13,400.00"
1900807051,ALLPAY LIMITED,Finance,"£13,283.91"
1900807212,IRG ADVISORS LLP,People and Recruitment,"£13,050.00"
1900807638,CAPITA RESOUCING LTD,People and Recruitment,"£13,039.00"
1900808283,BRAKE BROS LIMITED,Food and Drink,"£12,958.81"
1900808222,BRAKES,Food and Drink,"£12,958.81"
1900808530,J.A. STEEL AND SON LTD,General,"£12,940.00"
200345826,METROPOLITAN SUPPORT TRUST,Social care,"£12,902.10"
1900807080,AFRICAN CARIBBEAN DAY NURSERY,General,"£12,870.00"
5201146339,KINGS COLLEGE HOSPITAL FOUNDATION T,Public Health,"£12,851.00"
1900807254,NAS SERVICES LTD,General,"£12,844.22"
1900807256,NAS SERVICES LTD,General,"£12,844.21"
8001897299,CHOICE SUPPORT,Temporary Accommodation,"£12,814.25"
1900807248,NAS SERVICES LTD,General,"£12,709.29"
1900807250,NAS SERVICES LTD,General,"£12,709.29"
1900807252,NAS SERVICES LTD,General,"£12,708.51"
1900807494,BLAIR ESTATES LTD - CLIENT A/C,"Construction, Property and Fac Man","£12,686.44"
1900807209,PENNA PLC,People and Recruitment,"£12,600.00"
1900807946,THE CONSERVATION VOLUNTEERS,General,"£12,500.00"
5201146949,TFL SURFACE TRANSPORT,Public Realm,"£12,467.05"
1900807857,GATENBYSANDERSON LTD,People and Recruitment,"£12,420.00"
5201145830,DX NETWORK SERVICES LTD,Communication,"£12,400.00"
1900807340,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£12,372.58"
1900807246,CRESSEY OASIS EDUCATION LIMITED,General,"£12,350.00"
1900806766,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£12,327.00"
1900806808,VAROSI ESTATES LIMITED,Temporary Accommodation,"£12,315.66"
1900807620,PENNA PLC,People and Recruitment,"£12,300.00"
1900808671,BRAKE BROS LIMITED,Food and Drink,"£12,283.67"
5201146747,RINGWAY JACOBS LIMITED,Public Realm,"£12,236.53"
1900806784,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£12,201.43"
1900808621,BRAKE BROS LIMITED,Food and Drink,"£12,061.62"
1900807643,J.A. STEEL AND SON LTD,General,"£12,050.00"
1900807625,PENNA PLC,People and Recruitment,"£12,000.00"
5201145810,GATENBYSANDERSON LTD,Communication,"£12,000.00"
1900807214,GATENBYSANDERSON LTD,People and Recruitment,"£11,970.00"
200345867,SOLACE WOMEN'S AID,Social care,"£11,911.88"
1900807971,HOMES FOR HARINGEY LIMITED,General,"£11,889.81"
5201145394,PENNA PLC,People and Recruitment,"£11,849.99"
8001899533,NAS SERVICES LTD,Social care,"£11,800.46"
5201146560,RINGWAY JACOBS LIMITED,Public Realm,"£11,701.00"
5201146418,RINGWAY JACOBS LIMITED,Public Realm,"£11,610.86"
1900808325,PENNA PLC,Children and Education,"£11,600.00"
8001893388,KEYS 16 PLUS INDEPENDENT LIVING SER,"Construction, Property and Fac Man","£11,596.58"
8001897296,PROGRESS HOMES T/A BLAKE,Temporary Accommodation,"£11,592.28"
5201147815,RINGWAY JACOBS LIMITED,Public Realm,"£11,585.28"
5201146406,RINGWAY JACOBS LIMITED,Public Realm,"£11,567.61"
5201146401,RINGWAY JACOBS LIMITED,Public Realm,"£11,547.60"
5201146749,PENNA PLC,People and Recruitment,"£11,484.00"
1900807029,THE PETER RIGBY TRUST,Children and Education,"£11,406.00"
8001897326,WIDER OPTIONS (3) LTD,Children and Education,"£11,347.42"
5201146746,RINGWAY JACOBS LIMITED,Public Realm,"£11,261.13"
8001899697,BROOKDALE HEALTHCARE,Temporary Accommodation,"£11,242.60"
1900807793,MOTT MACDONALD LIMITED,"Construction, Property and Fac Man","£11,235.53"
1900807429,REDFERN TRAVEL LTD,Transport & Travel,"£11,227.23"
8001897253,THE DISABILITIES TRUST,Temporary Accommodation,"£11,153.09"
1900807565,BT PAYMENT SERVICES LTD,IT and Telecoms,"£11,079.52"
5201145646,HARINGEY MENCAP LIMITED,Social care,"£11,075.00"
5201147481,UNITED GUARDING SERVICES LTD,General,"£11,051.52"
5201146579,UNITED GUARDING SERVICES LTD,General,"£11,051.52"
1900807062,WING PARKING LTD,Public Realm,"£10,852.61"
1900807784,EVERSHEDS LLP,People and Recruitment,"£10,499.04"
5201146545,STAR CARS LTD,Transport & Travel,"£10,498.48"
8001897269,THE DISABILITIES TRUST,Temporary Accommodation,"£10,359.80"
8001897297,THE DISABILITIES TRUST,Temporary Accommodation,"£10,359.67"
8001897446,CONNIFERS CARE LIMITED,Temporary Accommodation,"£10,226.90"
5201145498,LOGICALIS UK LTD,IT and Telecoms,"£10,222.22"
1900807017,THE VALE SCHOOL,Children and Education,"£10,217.00"
200345825,METROPOLITAN CARE AND REPAIR,Social care,"£10,198.57"
5201146558,RINGWAY JACOBS LIMITED,Public Realm,"£10,148.00"
1900807552,PLEXUS CLIENT ACCOUNT,Finance,"£10,135.00"
1900807446,HOMES FOR HARINGEY LIMITED,General,"£10,126.44"
1900807607,IRG ADVISORS LLP,People and Recruitment,"£10,075.00"
1900808609,P SENIOR ASSOCIATES,Children and Education,"£10,000.00"
5201145443,EXPOSURE ORGANISATION LTD,Communication,"£10,000.00"
1900807324,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£10,000.00"
5201145326,TOGETHER NORTH LONDON,Sport and Leisure,"£10,000.00"
5201146332,DANCE UNITED,Sport and Leisure,"£10,000.00"
8001899525,CONSENSA CARE LTD,Temporary Accommodation,"£9,996.35"
8001895803,EXTRA MILE CARE COMPANY,Social care,"£9,992.60"
1900807985,OMEGA LETTINGS LTD,Temporary Accommodation,"£9,985.80"
5201147779,DIAMOND BUILD PLC,"Construction, Property and Fac Man","£9,940.00"
1900807630,LONDON BOXING ACADEMY,Sport and Leisure,"£9,908.14"
8001897263,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£9,876.38"
1900807621,WOODWARD LEWIS LLP,Children and Education,"£9,863.00"
200345833,ST IGNATIUS HOUSING ASSOCIATION,Social care,"£9,746.45"
8001897381,CMG LTD,Temporary Accommodation,"£9,722.72"
8001899710,LONDON CARE PARTNERSHIP LTD,Temporary Accommodation,"£9,618.85"
1900807462,LYRECO UK LTD,General,"£9,425.89"
1900807859,IRG ADVISORS LLP,General,"£9,425.00"
1900806866,LOCAL GOVERNMENT FUTURES LTD,Learning and Development,"£9,395.00"
1900807087,TOTTENHAM GREEN COMMUNITY NURSERY,General,"£9,360.00"
1900808334,RISING STARS NURSERY & DAYCARE LTD,General,"£9,360.00"
5201146340,REDACTED PERSONAL DATA,People and Recruitment,"£9,333.34"
8001889209,ADEZA CARE HOMES LTD,Temporary Accommodation,"£9,321.43"
5201144972,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£9,314.00"
5201147041,CIPFA BUSINESS LIMITED,People and Recruitment,"£9,310.00"
1900807028,FAIRLEY HOUSE SCHOOL,General,"£9,303.85"
1900807027,FAIRLEY HOUSE SCHOOL,General,"£9,303.85"
1900807244,FAIRLEY HOUSE SCHOOL,General,"£9,303.85"
1900807623,PENNA PLC,Children and Education,"£9,280.00"
1900807568,LAWRENCE HARVEY SEARCH & SELECTION,People and Recruitment,"£9,200.00"
8001899720,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£9,199.61"
1900808264,REDFERN TRAVEL LTD,Transport & Travel,"£9,160.86"
1900806970,LONDON BOROUGH OF TOWER HAMLETS,General,"£9,078.52"
5201147482,UNITED GUARDING SERVICES LTD,General,"£9,062.40"
1900808005,REDACTED PERSONAL DATA,People and Recruitment,"£9,000.00"
5201146103,MACE LTD,"Construction, Property and Fac Man","£9,000.00"
5201146646,RINGWAY JACOBS LIMITED,Public Realm,"£9,000.00"
5201146104,MACE LTD,"Construction, Property and Fac Man","£9,000.00"
1900806745,BARNARDO'S,People and Recruitment,"£9,000.00"
8001897382,CMG LTD,Temporary Accommodation,"£8,960.72"
1900807014,ABINGDON HOUSE SCHOOL,General,"£8,885.00"
5201146809,ST GEORGE'S HEALTHCARE NHS TRUST,Public Health,"£8,868.00"
8001897377,PRECIOUS HOMES LTD,Temporary Accommodation,"£8,856.93"
8001892037,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£8,797.53"
8001899713,THE FREMANTLE TRUST,Temporary Accommodation,"£8,772.00"
5201144954,LONDON BOROUGH OF BARNET,Social care,"£8,750.00"
5201146732,RINGWAY JACOBS LIMITED,Public Realm,"£8,686.82"
5201147433,CITY OF LONDON,Public Realm,"£8,674.00"
5201144879,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£8,649.00"
1900808391,THE MOAT SCHOOL,General,"£8,615.00"
8001897318,CMG LTD,Temporary Accommodation,"£8,540.28"
8001897304,CEPHAS CARE LTD,Temporary Accommodation,"£8,539.16"
8001899117,EDENVALE CARE LIMITED,Temporary Accommodation,"£8,473.84"
5201147682,TRAIN2WORK ACADEMY,General,"£8,470.18"
8001899766,HF TRUST LTD,Social care,"£8,468.85"
5201147804,RINGWAY JACOBS LIMITED,Public Realm,"£8,454.00"
1900807622,PENNA PLC,People and Recruitment,"£8,446.24"
5201147040,CIPFA BUSINESS LIMITED,People and Recruitment,"£8,415.00"
5201146553,RINGWAY JACOBS LIMITED,Public Realm,"£8,402.97"
8001899716,HAIL LTD,Social care,"£8,401.51"
1900807044,WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£8,333.00"
1900807476,NPS LONDON LTD,"Construction, Property and Fac Man","£8,331.09"
1900806968,SOUNDINGS (CONSTRUCTION) LTD,People and Recruitment,"£8,310.00"
8001897286,DRS CARE HOMES LTD,Temporary Accommodation,"£8,293.48"
5201145015,RUSKINS TREE SURGERY LTD,Public Realm,"£8,286.33"
1900807858,GATENBYSANDERSON LTD,People and Recruitment,"£8,280.00"
1900807055,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£8,218.58"
1900807774,WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£8,203.76"
1900807046,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£8,200.00"
1900807086,WEST GREEN PLAYGROUP ASSOCIATION,General,"£8,190.00"
1900806739,VAROSI ESTATES LIMITED,Temporary Accommodation,"£8,165.43"
5201147489,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£8,122.00"
8001897276,ROYAL MENCAP SOCIETY,Social care,"£8,110.70"
8001899900,HAIL LTD,Social care,"£8,104.28"
5201145650,HARINGEY MENCAP LIMITED,Social care,"£8,050.00"
5201145647,HARINGEY MENCAP LIMITED,Social care,"£8,050.00"
1900807041,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807036,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807039,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807034,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807032,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807033,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807038,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807040,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807042,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807035,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
1900807037,SIDE BY SIDE (CHILDREN) LTD,General,"£8,000.00"
8001899073,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£7,971.43"
8001897445,DRS CARE HOMES LTD,Temporary Accommodation,"£7,971.43"
8001897403,DRS CARE HOMES LTD,Temporary Accommodation,"£7,971.43"
8001897324,CONNIFERS CARE LIMITED,Temporary Accommodation,"£7,971.43"
8001884594,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£7,964.00"
5201146538,EXPRESSWAYS LTD,Transport & Travel,"£7,944.87"
5201147267,MISCO,IT and Telecoms,"£7,940.00"
8001888588,NELLSAR LTD,Temporary Accommodation,"£7,882.28"
8001899745,SAIVAN CARE SERVICES LTD,Temporary Accommodation,"£7,878.39"
8001898983,SUNCARE RECOVERY LTD,Temporary Accommodation,"£7,839.23"
8001897249,PRECIOUS HOMES LTD,Temporary Accommodation,"£7,809.21"
5201146229,PELLINGS LLP,People and Recruitment,"£7,777.55"
1900808579,WISE C SOLUTIONS LTD,People and Recruitment,"£7,750.00"
5201147333,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£7,702.00"
5201147272,MOUCHEL LIMITED,"Construction, Property and Fac Man","£7,593.75"
8001899805,HILLGREEN CARE LIMITED,Temporary Accommodation,"£7,593.09"
1900808241,MUSWELL HILL PRIMARY SCHOOL,Finance,"£7,564.38"
200345869,HORNSEY (NORTH LONDON) YMCA HOUSING,Social care,"£7,559.58"
8001899802,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£7,513.95"
5201146791,RINGWAY JACOBS LIMITED,Public Realm,"£7,507.42"
5201147785,RINGWAY JACOBS LIMITED,Public Realm,"£7,507.42"
5201147872,RINGWAY JACOBS LIMITED,Public Realm,"£7,500.00"
5201146962,PITNEY BOWES SOFTWARE LTD,IT and Telecoms,"£7,485.00"
8001897247,CAVENDISH CARE,Temporary Accommodation,"£7,458.51"
1900807609,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£7,444.35"
5201147677,UNITED GUARDING SERVICES LTD,General,"£7,431.05"
5201145620,W F HOWES LTD,Communication,"£7,425.00"
5201146639,RINGWAY JACOBS LIMITED,Public Realm,"£7,407.30"
1900807867,TOGETHER NORTH LONDON,Children and Education,"£7,397.50"
5201145618,ECD ARCHITECTS LTD,"Construction, Property and Fac Man","£7,369.51"
5201146959,PACE FUELCARE LTD,Energy and Utilities,"£7,347.60"
