Transaction,Vendor,Category, Amount 
1900780362,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£509,805.07"
1900781305,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£449,257.45"
1900781571,OAKRAY LTD,"Construction, Property and Fac Man","£401,042.86"
1900782466,HARINGEY SCHOOLS SERVICES LIMITED,Children and Education,"£353,429.85"
1900781596,THE WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£349,179.02"
5201107248,MULALLEY AND CO LIMITED,"Construction, Property and Fac Man","£311,820.00"
5201107254,BALFOUR BEATTY CONSTRUCTION SCOTTIS,"Construction, Property and Fac Man","£247,210.91"
1900781050,RM EDUCATION LTD,IT and Telecoms,"£241,519.26"
1900780528,OAKRAY LTD,"Construction, Property and Fac Man","£185,067.59"
5201106107,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£169,907.91"
1900782467,LONDON GRID FOR LEARNING TRUST,IT and Telecoms,"£169,836.54"
1900780354,THAMES WATER UTILITIES LTD,"Construction, Property and Fac Man","£162,700.00"
1900780299,OTIS LIMITED,"Construction, Property and Fac Man","£159,887.74"
5201107247,DIAMOND BUILD PLC,"Construction, Property and Fac Man","£147,863.23"
5201108049,VEOLIA ES (UK) LTD,Public Realm,"£137,525.17"
1900780782,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£119,440.62"
1900781610,CITY OF LONDON,Learning and Development,"£114,141.00"
1900780553,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£109,959.26"
1900780301,OTIS LIMITED,"Construction, Property and Fac Man","£102,637.20"
5201108050,VEOLIA ES (UK) LTD,Public Realm,"£100,276.33"
5201106673,MICROSOFT LIMITED,IT and Telecoms,"£99,988.00"
5201106099,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£99,467.71"
1900780755,UNDERLEY SCHOOLS LTD,Children and Education,"£89,216.00"
5201107600,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£85,649.46"
5201108052,MEDEQUIP ASSISTIVE TECH. LTD,Social care,"£84,048.50"
1900780470,CORELOGIC LTD,IT and Telecoms,"£78,222.78"
200333754,ONE HOUSING GROUP LTD,Social care,"£78,039.69"
200333751,EPIC TRUST - SWALLOW HOUSE,Social care,"£76,923.00"
5201106692,ON TIME PARKING SOLUTIONS,Public Realm,"£75,152.12"
5201106095,BALFOUR BEATTY WORKPLACE LTD,General,"£73,836.36"
1900780831,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£72,644.20"
200333765,METROPOLITAN SUPPORT TRUST,Social care,"£71,854.38"
5201107589,CITY OF LONDON,Learning and Development,"£70,071.75"
5201106109,GROUNDWORK LONDON,"Construction, Property and Fac Man","£70,000.00"
5201105666,NPS LONDON LTD,"Construction, Property and Fac Man","£69,297.50"
5201105667,VOLKERHIGHWAYS LTD,Public Realm,"£68,300.04"
5201105946,VOLKERHIGHWAYS LTD,Public Realm,"£67,393.51"
5201106264,VOLKERHIGHWAYS LTD,Public Realm,"£65,099.79"
5201107290,THE HESLEY GROUP,Children and Education,"£64,451.25"
1900780539,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£64,257.56"
5201107100,LOGICALIS UK LTD,IT and Telecoms,"£61,959.27"
5201106969,PROPERTY COMPANY LONDON LTD,Temporary Accommodation,"£59,863.01"
8001432861,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£59,400.00"
5201106221,CAPITA BUSINESS SERVICES LTD,IT and Telecoms,"£57,955.50"
200333766,EPIC TRUST - SWALLOW HOUSE,Social care,"£56,626.52"
1900782349,ST ELIZABETHS CENTRE,Children and Education,"£56,480.66"
5201106263,LOGICALIS UK LTD,IT and Telecoms,"£55,654.00"
5201108821,LOGICALIS UK LTD,IT and Telecoms,"£55,654.00"
5201108324,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£54,510.02"
5201106702,VOLKERHIGHWAYS LTD,Public Realm,"£54,144.93"
5201106694,VOLKERHIGHWAYS LTD,Public Realm,"£53,432.96"
5201105668,ECODOMUS LTD,Energy and Utilities,"£51,869.48"
1900781253,OAKRAY LTD,"Construction, Property and Fac Man","£51,600.00"
1900781150,PAC LTD T/A POST ADOPTION CENTRE,Children and Education,"£50,750.00"
5201107094,RUSKIN PRIVATE HIRE LTD,Travel,"£50,595.96"
1900780825,TIMOTHY CORNER,Legal,"£50,250.00"
1900780529,APOLLO PROPERTY SERVICES GROUP LTD,"Construction, Property and Fac Man","£50,000.00"
1900780426,BERNIE GRANT CENTRE PARTNERSHIP LTD,Social care,"£50,000.00"
200333767,ST MUNGOS HOUSING ASSOCIATION,Social care,"£48,308.00"
1900780467,CIVICA UK LTD,IT and Telecoms,"£47,453.14"
5201106608,MACINTYRE CARE,Children and Education,"£45,375.33"
5201106104,STAR CARS LTD,Travel,"£45,322.40"
1900780862,JOHN FORD SOLICITORS,General,"£45,000.00"
1900781605,SALAFT PROPERTIES LTD,Finance,"£41,888.11"
1900780731,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£40,563.30"
1900781920,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£40,500.00"
5201106697,LONDON BOROUGH OF WALTHAM FOREST,Learning and Development,"£40,000.00"
5201106693,VOLKERHIGHWAYS LTD,Public Realm,"£39,860.99"
1900781603,LC MITSIOU AND SON LIMITED,Temporary Accommodation,"£39,837.35"
5201108051,LOCAL GOVERNMENT ASSOCIATION,Learning and Development,"£38,409.57"
1900781156,HM INSPECTOR OF TAXES,General,"£38,097.80"
200333778,ST MUNGOS HOUSING ASSOCIATION,Social care,"£37,564.19"
5201107740,FAMILY ACTION,Children and Education,"£37,432.00"
200333742,ST MUNGOS HOUSING ASSOCIATION,Social care,"£35,777.08"
5201108470,ASSETGROVE LETTINGS LTD,Temporary Accommodation,"£35,515.92"
5201106098,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£35,321.62"
5201106121,B & L COACHES,Travel,"£34,274.00"
5201107560,REDACTED PERSONAL DATA,"Construction, Property and Fac Man","£33,607.02"
1900781608,CITY OF LONDON,Learning and Development,"£33,286.00"
5201106105,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£33,162.77"
1900780438,LONDON BOROUGH OF ENFIELD,Children and Education,"£33,000.00"
8001462541,AFTER CARE (N W) LIMITED,Temporary Accommodation,"£32,500.00"
1900781137,AMBITIOUS ABOUT AUTISM,Children and Education,"£31,966.41"
5201107243,AMBITIOUS ABOUT AUTISM,Children and Education,"£31,966.41"
5201105674,FRANKHAM CONSULTANCY GROUP LTD,People and Recruitment,"£31,860.00"
5201106124,VOLKERHIGHWAYS LTD,Public Realm,"£31,402.82"
5201106126,VOLKERHIGHWAYS LTD,Public Realm,"£31,402.82"
5201108340,REED IN PARTNERSHIP LIMITED,General,"£30,625.68"
5201106269,DANCE UNITED,Sport and Leisure,"£30,000.00"
5201105881,HARINGEY LAW CENTRE,Children and Education,"£29,475.00"
5201106265,VOLKERHIGHWAYS LTD,Public Realm,"£29,210.00"
5201106700,VOLKERHIGHWAYS LTD,Public Realm,"£29,132.35"
5201108059,TRANSITIONAL CARE LTD,Children and Education,"£28,805.01"
5201106695,VOLKERHIGHWAYS LTD,Public Realm,"£28,597.73"
1900780240,GRANT THORNTON UK LLP,People and Recruitment,"£28,523.30"
1900779941,TFL SURFACE TRANSPORT,General,"£28,419.55"
5201106262,LONDON AND QUADRANT HOUSING,Temporary Accommodation,"£27,413.92"
5201107250,LONDON AND QUADRANT HOUSING,Temporary Accommodation,"£27,413.92"
5201107752,LONDON AND QUADRANT HOUSING,Temporary Accommodation,"£27,413.92"
5201108055,LONDON AND QUADRANT HOUSING,Temporary Accommodation,"£27,413.92"
5201108338,LONDON AND QUADRANT HOUSING,Temporary Accommodation,"£27,413.92"
5201108390,LONDON AND QUADRANT HOUSING,Temporary Accommodation,"£27,413.92"
5201105661,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£27,000.00"
5201106612,SENAD LIMITED,Children and Education,"£26,981.14"
5201106209,NORTHGATE INFORMATION SOLUTIONS,IT and Telecoms,"£26,872.05"
1900781921,JJ FOOD SERVICE LTD,Food and Drink,"£26,694.32"
5201107252,BRITISH TELECOMMUNICATIONS PLC,"Construction, Property and Fac Man","£26,405.17"
1900780329,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£26,334.53"
5201106129,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£25,895.72"
